hash,Data_de_cadastro,Canal_de_atendimento,Denúncia_emergencial,Denunciante,Cenário_da_violação,País,UF,Município,Frequência,Início_das_violações,sl_quantidade_vitimas,(Nenhum nome de coluna),Motivação,Relação_vítima_suspeito,sl_vitima_cadastro,Gênero_da_vítima,Orientação_sexual_da_vítima,Faixa_etária_da_vítima,Nacionalidade_da_vítima,sl_vitima_naturalidade,sl_vitima_naturalizado_uf,sl_vitima_naturalizado_municipio,Deficiência_da_vítima,Doença_rara_da_vítima,Deficiência_relacionada_a_doença_rara,Vítima_preso_a,País_da_vítima,UF_da_vítima,Município_da_vítima,Profissão_da_vítima,Grau_de_instrução_da_vítima,Religião_da_vítima,Raça_Cor_da_vítima,Etnia_da_vítima,Faixa_de_renda_da_vítima,Natureza_Jurídica_do_Suspeito,Gênero_do_suspeito,Orientação_sexual_do_suspeito,Faixa_etária_do_suspeito,Suspeito_nacionalidade,sl_suspeito_naturalidade,sl_suspeito_naturalizado_uf,sl_suspeito_naturalizado_municipio,Deficiência_do_suspeito,Doença_rara_do_suspeito,Deficiência_relacionada_a_doença_rara_suspeito,Suspeito_preso,País_do_suspeito,UF_do_suspeito,sl_suspeito_municipio,Profissão_do_suspeito,Grau_de_instrução_do_suspeito,Religião_do_suspeito,Raça_Cor_do_suspeito,Suspeito_Etnia,Faixa_de_renda_do_suspeito,Vínculo_Órgão_PJ_do_suspeito,sl_suspeito_ramo,suspeito_especificacao_etnia,vitima_especificacao_etnia,violacao,,,,,,,,,,,,,,,,,
000048D67917C5DFE77B3F7BCA02CFA938D4972559F6C1D3C6A186251DAAE2D1,2023-05-16 11:17:57.083,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,BR | BRASIL,PE,261160 | RECIFE,DIARIAMENTE,HÁ MAIS DE SEIS MESES,1,VIOLÊNCIA CONTRA PESSOA IDOSA,AGRAVANTE.FOI PRATICADO POR DUAS OU MAIS PESSOAS,FILHO(A),PESSOA FÍSICA,MASCULINO,NÃO,70 A 74 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,PE,261160 | RECIFE,OUTROS NÃO LISTADOS,ANALFABETO/SEM INSTRUÇÃO,NULL,NULL,NULL,NULL,COMUNIDADE/FAMÍLIA,NULL,NULL,NULL,BR | BRASIL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BR | BRASIL,PE,261160 | RECIFE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>INSUBSISTÊNCIA MATERIAL,,,,,,,,,,,,,,,,,
002F9533558A0BC1CC867FB8AFD7EE956F6B7CB725E0D34B95D5B3787C57A635,2023-02-05 10:29:16.103,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,INSTITUIÇÃO DE LONGA PERMANÊNCIA DE IDOSO - ILPI,BR | BRASIL,PE,260790 | JABOATÃO DOS GUARARAPES,DIARIAMENTE,HÁ UMA SEMANA,1,VIOLÊNCIA CONTRA PESSOA IDOSA,AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS,FILHO(A),PESSOA FÍSICA,FEMININO,NÃO,65 A 69 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,PE,260790 | JABOATÃO DOS GUARARAPES,NÃO SABE INFORMAR,ENSINO MÉDIO COMPLETO,NULL,BRANCA,NULL,MAIS DE 1/2 A 1 SALÁRIO MÍNIMO,PESSOA FÍSICA,FEMININO,NÃO,40 A 44 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,PE,260790 | JABOATÃO DOS GUARARAPES,TRABALHADOR DO SETOR DO COMÉRCIO (AMBULANTE, VAREJISTA, ATACADISTA),NULL,NULL,PARDA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>PATRIMONIAL>INDIVIDUAL,,,,,,,,,,,,,,,
002A92263B093BDAE9E84F7704221E2DE92C766CE517E2C2F62A357938812C28,2023-05-02 16:49:56.090,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,SP,355020 | SÃO MIGUEL ARCANJO,DIARIAMENTE,HÁ MAIS DE UM ANO,1,VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE,NULL,PAI,PESSOA FÍSICA,MASCULINO,NÃO,13 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,SP,355020 | SÃO MIGUEL ARCANJO,NULL,NULL,NULL,BRANCA,NULL,NULL,PESSOA FÍSICA,MASCULINO,NÃO,35 A 39 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,SP,355020 | SÃO MIGUEL ARCANJO,NÃO SABE INFORMAR,NULL,NULL,BRANCA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO,,,,,,,,,,,,,,,,,
002F6D99C2453FF108E8C25FBDE6BD30EC55D2F5195C7A1E7BF630316BC54F89,2023-04-08 10:59:27.187,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,PI,221100 | TERESINA,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,2,VIOLÊNCIA CONTRA PESSOA IDOSA,AGRAVANTE.DA COABITAÇÃO/CONVIVÊNCIA FAMILIAR/RELAÇÃO AFETIVA,ESPOSA(O),PESSOA FÍSICA,FEMININO,NÃO,65 A 69 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,PI,221100 | TERESINA,NULL,NULL,NULL,PARDA,NULL,NULL,PESSOA FÍSICA,MASCULINO,NÃO,75 A 79 ANOS,BR | BRASIL,NULL,NULL,NULL,NÃO,NÃO,NULL,NÃO,BR | BRASIL,PI,221100 | TERESINA,NÃO SABE INFORMAR,NULL,NULL,PARDA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>NEGLIGÊNCIA,,,,,,,,,,,,,,,,,
002F9533558A0BC1CC867FB8AFD7EE956F6B7CB725E0D34B95D5B3787C57A635,2023-02-05 10:29:16.103,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,INSTITUIÇÃO DE LONGA PERMANÊNCIA DE IDOSO - ILPI,BR | BRASIL,PE,260790 | JABOATÃO DOS GUARARAPES,DIARIAMENTE,HÁ UMA SEMANA,1,VIOLÊNCIA CONTRA PESSOA IDOSA,AGRAVANTE.NA RELAÇÃO FAMILIAR,FILHO(A),PESSOA FÍSICA,FEMININO,NÃO,65 A 69 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,PE,260790 | JABOATÃO DOS GUARARAPES,NÃO SABE INFORMAR,ENSINO MÉDIO COMPLETO,NULL,BRANCA,NULL,MAIS DE 1/2 A 1 SALÁRIO MÍNIMO,PESSOA FÍSICA,FEMININO,NÃO,40 A 44 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,PE,260790 | JABOATÃO DOS GUARARAPES,TRABALHADOR DO SETOR DO COMÉRCIO (AMBULANTE, VAREJISTA, ATACADISTA),NULL,NULL,PARDA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>MAUS TRATOS,,,,,,,,,,,,,,,
002BC29C1A96CB85181363156199B97DB6C8A6B154FEEE5853724F7B9FC29F4D,2023-04-10 15:33:57.140,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,RN,240810 | NATAL,NÃO SABE INFORMAR,NÃO SABE INFORMAR,2,VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE,NULL,PAI,PESSOA FÍSICA,MASCULINO,NULL,CRIANÇA/ADOLESCENTE IDADE NÃO INFORMADA,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NULL,BR | BRASIL,RN,240810 | NATAL,NULL,NULL,NULL,NULL,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,35 A 39 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,RN,240810 | NATAL,NÃO SABE INFORMAR,NULL,NULL,PARDA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA,,,,,,,,,,,,,,,,,
002BEAEC7218FDC65CDEBEBDA044B7B16EAEAB32E92C7FAC03B5A7089877A1D1,2023-03-14 09:34:10.250,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,PR,412640 | SERTANEJA,DIARIAMENTE,HÁ MAIS DE SEIS MESES,1,VIOLÊNCIA CONTRA PESSOA IDOSA,AGRAVANTE.NA RELAÇÃO FAMILIAR,FILHO(A),PESSOA FÍSICA,FEMININO,NÃO,IDOSO IDADE NÃO INFORMADA,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,PR,412640 | SERTANEJA,NULL,NULL,NULL,NÃO INFORMADO,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,50 A 54 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO INFORMADO,BR | BRASIL,PR,412640 | SERTANEJA,NÃO SABE INFORMAR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>MAUS TRATOS,,,,,,,,,,,,,,,,,
002BEAEC7218FDC65CDEBEBDA044B7B16EAEAB32E92C7FAC03B5A7089877A1D1,2023-03-14 09:34:10.250,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,PR,412640 | SERTANEJA,DIARIAMENTE,HÁ MAIS DE SEIS MESES,1,VIOLÊNCIA CONTRA PESSOA IDOSA,AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS,FILHO(A),PESSOA FÍSICA,FEMININO,NÃO,IDOSO IDADE NÃO INFORMADA,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,PR,412640 | SERTANEJA,NULL,NULL,NULL,NÃO INFORMADO,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,50 A 54 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO INFORMADO,BR | BRASIL,PR,412640 | SERTANEJA,NÃO SABE INFORMAR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>NEGLIGÊNCIA,,,,,,,,,,,,,,,,,
0033DE1E627B13A1E85180EAAC8350F3DA0939C6F0A5F0AF85A34478A3416798,2023-03-14 16:22:50.890,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,BR | BRASIL,RJ,330240 | MACAÉ,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1,VIOLÊNCIA CONTRA PESSOA IDOSA,NULL,FILHO(A),PESSOA FÍSICA,FEMININO,NÃO,80 A 84 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,RJ,330240 | MACAÉ,NULL,NULL,NULL,BRANCA,NULL,NULL,PESSOA FÍSICA,MASCULINO,NÃO,NULL,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NULL,BR | BRASIL,RJ,330240 | MACAÉ,NULL,NULL,NULL,BRANCA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA,,,,,,,,,,,,,,,,,
00341781975BFC519C5BDC195230FC1D0B249F1C8540E6F581F70907871BF97D,2023-01-25 08:57:36.627,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,PE,260960 | OLINDA,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,2,VIOLÊNCIA CONTRA PESSOA IDOSA,MOTIVAÇÃO.EM RAZÃO DA IDADE,NETO(A),PESSOA FÍSICA,FEMININO,NÃO,65 A 69 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,PE,260960 | OLINDA,NULL,NULL,NULL,BRANCA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,25 A 29 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,PE,260960 | OLINDA,ADVOGADO,NULL,NULL,BRANCA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>EXPOSIÇÃO DE RISCO À SAÚDE,,,,,,,,,,,,,,,,,
00348CFA1BBB05524A8DBC2AE020F4E2D10A3C6DE3CE31675E993DA33FF8DC6F,2023-04-26 18:05:14.970,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,RN,240810 | NATAL,DIARIAMENTE,HÁ MAIS DE UM ANO,1,VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE,NULL,PESSOA COM QUEM MANTÉM/MANTEVE CONVIVÊNCIA FAMILIAR,PESSOA FÍSICA,FEMININO,NÃO,12 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,RN,240810 | NATAL,NULL,NULL,NULL,BRANCA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,40 A 44 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,RN,240810 | NATAL,NÃO SABE INFORMAR,NULL,NULL,BRANCA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>PSÍQUICA>INSUBSISTÊNCIA AFETIVA,,,,,,,,,,,,,,,,,
0026F3956AC6B1459F940488615F326FC99583B6249CABE5BD19C6EAE5F7004C,2023-04-05 17:11:06.517,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,BR | BRASIL,SP,354870 | SÃO BERNARDO DO CAMPO,DIARIAMENTE,HÁ MAIS DE UM ANO,1,VIOLÊNCIA CONTRA PESSOA IDOSA,AGRAVANTE.NA RELAÇÃO FAMILIAR,FILHO(A),PESSOA FÍSICA,FEMININO,NÃO,65 A 69 ANOS,BR | BRASIL,NULL,NULL,NULL,MENTAL/INTELECTUAL,NÃO,NULL,NÃO,BR | BRASIL,SP,354870 | SÃO BERNARDO DO CAMPO,NULL,NULL,NULL,PARDA,NULL,NULL,PESSOA FÍSICA,MASCULINO,NÃO,65 A 69 ANOS,BR | BRASIL,NULL,NULL,NULL,NÃO,NÃO,NULL,NÃO,BR | BRASIL,DENUNCIANTE NÃO SOUBE INFORMAR,DENUNCIANTE NÃO SOUBE INFORMAR,NÃO SABE INFORMAR,NULL,NULL,PRETA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>ABANDONO,,,,,,,,,,,,,,,,,
00282398B2C225E5AB52BD1F5CA27A4AD60AFE7D91A6407F6767C3BB5F07E18B,2023-05-20 20:30:21.840,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,BR | BRASIL,RJ,330260 | MANGARATIBA,NÃO SABE INFORMAR,NÃO SABE INFORMAR,1,VIOLÊNCIA CONTRA PESSOA IDOSA,NULL,SOBRINHO(A),PESSOA FÍSICA,FEMININO,NÃO,70 A 74 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,RJ,330260 | MANGARATIBA,NULL,NULL,NULL,PARDA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,12 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NULL,BR | BRASIL,RJ,330260 | MANGARATIBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO,,,,,,,,,,,,,,,,,
0028E4404B4011CEDB0FE9DF60F4F723353487B541AD6FC41443E036672AC622,2023-03-20 17:14:12.667,TELEFÔNICO,NÃO,TERCEIRO,CASA DA VÍTIMA,BR | BRASIL,RJ,330455 | RIO DE JANEIRO,DIARIAMENTE,HÁ MAIS DE UM ANO,1,VIOLÊNCIA CONTRA PESSOA IDOSA,AGRAVANTE.NA RELAÇÃO FAMILIAR,FILHO(A),PESSOA FÍSICA,MASCULINO,NÃO,75 A 79 ANOS,BR | BRASIL,NULL,NULL,NULL,NÃO,NÃO,NULL,NÃO,BR | BRASIL,RJ,330455 | RIO DE JANEIRO,NULL,NULL,NULL,NULL,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,45 A 49 ANOS,BR | BRASIL,NULL,NULL,NULL,NÃO,NÃO,NULL,NÃO,BR | BRASIL,RJ,330455 | RIO DE JANEIRO,NÃO SABE INFORMAR,NULL,NULL,BRANCA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>ABANDONO,,,,,,,,,,,,,,,,,
0028E1926FEBA2891F4B4E39DFACBF9FE1E2FAFAF7A9B82194E1AB978AD16CC0,2023-05-08 20:33:47.967,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,AM,130260 | MANAUS,SEMANALMENTE,HÁ MAIS DE UM ANO,1,VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE,NULL,MÃE,PESSOA FÍSICA,FEMININO,NÃO,01 ANO,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,AM,130260 | MANAUS,NULL,NULL,NULL,PARDA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,18 A 19 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO INFORMADO,BR | BRASIL,AM,130260 | MANAUS,OUTROS NÃO LISTADOS,NULL,NULL,PRETA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>PSÍQUICA>EXPOSIÇÃO,,,,,,,,,,,,,,,,,
0028E1926FEBA2891F4B4E39DFACBF9FE1E2FAFAF7A9B82194E1AB978AD16CC0,2023-05-08 20:33:47.967,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,AM,130260 | MANAUS,SEMANALMENTE,HÁ MAIS DE UM ANO,1,VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE,NULL,MÃE,PESSOA FÍSICA,FEMININO,NÃO,01 ANO,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,AM,130260 | MANAUS,NULL,NULL,NULL,PARDA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,18 A 19 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO INFORMADO,BR | BRASIL,AM,130260 | MANAUS,OUTROS NÃO LISTADOS,NULL,NULL,PRETA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>PSÍQUICA>TORTURA PSÍQUICA,,,,,,,,,,,,,,,,,
0028E1926FEBA2891F4B4E39DFACBF9FE1E2FAFAF7A9B82194E1AB978AD16CC0,2023-05-08 20:33:47.967,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,AM,130260 | MANAUS,SEMANALMENTE,HÁ MAIS DE UM ANO,1,VIOLÊNCIA CONTRA CRIANÇA OU ADOLESCENTE,AGRAVANTE.NA RELAÇÃO FAMILIAR,MÃE,PESSOA FÍSICA,FEMININO,NÃO,01 ANO,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,AM,130260 | MANAUS,NULL,NULL,NULL,PARDA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,18 A 19 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO INFORMADO,BR | BRASIL,AM,130260 | MANAUS,OUTROS NÃO LISTADOS,NULL,NULL,PRETA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>MAUS TRATOS,,,,,,,,,,,,,,,,,
00218B46E4AF83B13AD6F2754FADAC1E7E8ABCADFBE824DDFAEBE0F21B9B880E,2023-03-09 17:13:24.273,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,RJ,330455 | RIO DE JANEIRO,DIARIAMENTE,HÁ MAIS DE UM ANO,1,VIOLÊNCIA CONTRA PESSOA IDOSA,AGRAVANTE.COM HUMILHAÇÃO,FILHO(A),PESSOA FÍSICA,FEMININO,NÃO,80 A 84 ANOS,BR | BRASIL,NULL,NULL,NULL,FÍSICA/MOTORA,NÃO,NULL,NÃO,BR | BRASIL,RJ,330455 | RIO DE JANEIRO,NULL,NULL,NULL,PARDA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,50 A 54 ANOS,BR | BRASIL,NULL,NULL,NULL,NÃO,NÃO,NULL,NÃO,BR | BRASIL,RJ,330455 | RIO DE JANEIRO,OUTROS NÃO LISTADOS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>ABANDONO,,,,,,,,,,,,,,,,,
00218B46E4AF83B13AD6F2754FADAC1E7E8ABCADFBE824DDFAEBE0F21B9B880E,2023-03-09 17:13:24.273,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,RJ,330455 | RIO DE JANEIRO,DIARIAMENTE,HÁ MAIS DE UM ANO,1,VIOLÊNCIA CONTRA PESSOA IDOSA,AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS,FILHO(A),PESSOA FÍSICA,FEMININO,NÃO,80 A 84 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,RJ,330455 | RIO DE JANEIRO,NULL,NULL,NULL,PARDA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,50 A 54 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,RJ,330455 | RIO DE JANEIRO,OUTROS NÃO LISTADOS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>FÍSICA>INSUBSISTÊNCIA MATERIAL,,,,,,,,,,,,,,,,,
00218B46E4AF83B13AD6F2754FADAC1E7E8ABCADFBE824DDFAEBE0F21B9B880E,2023-03-09 17:13:24.273,TELEFÔNICO,NÃO,TERCEIRO,CASA ONDE RESIDE A VÍTIMA E O SUSPEITO,BR | BRASIL,RJ,330455 | RIO DE JANEIRO,DIARIAMENTE,HÁ MAIS DE UM ANO,1,VIOLÊNCIA CONTRA PESSOA IDOSA,MOTIVAÇÃO.PARA OBTENÇÃO DE BENEFÍCIO FINANCEIRO/GANÂNCIA,FILHO(A),PESSOA FÍSICA,FEMININO,NÃO,80 A 84 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,RJ,330455 | RIO DE JANEIRO,NULL,NULL,NULL,PARDA,NULL,NULL,PESSOA FÍSICA,FEMININO,NÃO,50 A 54 ANOS,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,NÃO,BR | BRASIL,RJ,330455 | RIO DE JANEIRO,OUTROS NÃO LISTADOS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>PSÍQUICA>CONSTRANGIMENTO,,,,,,,,,,,,,,,,,
0022439AF04273E0710029193E9B1BB948D2984B390ABFAC2AE702BC0283748A,2023-06-26 18:02:02.170,TELEFÔNICO,NÃO,A PRÓPRIA VÍTIMA,CASA DA VÍTIMA,BR | BRASIL,SP,355030 | SÃO PAULO,DIARIAMENTE,HÁ MAIS DE CINCO ANOS,1,VIOLÊNCIA CONTRA PESSOA IDOSA,AGRAVANTE.COM HUMILHAÇÃO,VIZINHO(A),PESSOA FÍSICA,FEMININO,NÃO,70 A 74 ANOS,BR | BRASIL,NULL,NULL,NULL,NÃO,NÃO,NULL,NÃO,BR | BRASIL,SP,355030 | SÃO PAULO,NÃO SABE INFORMAR,SUPERIOR INCOMPLETO,NULL,PRETA,NULL,MAIS DE 2 A 5 SALÁRIOS MÍNIMOS,PESSOA FÍSICA,FEMININO,NÃO,40 A 44 ANOS,BR | BRASIL,NULL,NULL,NULL,NÃO,NÃO,NULL,NÃO,BR | BRASIL,SP,355030 | SÃO PAULO,OUTROS NÃO LISTADOS,NULL,NULL,BRANCA,NULL,NULL,NULL,NULL,NULL,NULL,INTEGRIDADE>PSÍQUICA>AMEAÇA ou COAÇÃO,,,,,,,,,,,,,,,,,
0022F08F4752037C0AF24171369B49819AEC467EC21B4EB73A34CE7F106E4B41,2023-01-25 16:23:22.093,TELEFÔNICO,NÃO,TERCEIRO,UNIDADE PRISIONAL,BR | BRASIL,MG,311330 | CARANGOLA,NÃO SABE INFORMAR,NÃO SABE INFORMAR,1,VIOLÊNCIA CONTRA PESSOA EM RESTRIÇÃO DE LIBERDADE,AGRAVANTE.COM HUMILHAÇÃO,NÃO SABE INFORMAR,PESSOA FÍSICA,MASCULINO,NÃO,NÃO INFORMADO,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,TEMPORÁRIA,BR | BRASIL,DENUNCIANTE NÃO SOUBE INFORMAR,DENUNCIANTE NÃO SOUBE INFORMAR,NULL,NULL,NULL,NÃO INFORMADO,NULL,NULL,ÓRGÃO PÚBLICO,NULL,NULL,NULL,BR | BRASIL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BR | BRASIL,MG,311330 | CARANGOLA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SEGURANÇA PÚBLICA, FORÇAS ARMADAS, DEFESA CIVIL, BOMBEIROS E ASSEMELHADOS ? MUNICIPAL,NULL,NULL,INTEGRIDADE>FÍSICA>INSUBSISTÊNCIA MATERIAL,,,,,,,,,,,,,,
0022F08F4752037C0AF24171369B49819AEC467EC21B4EB73A34CE7F106E4B41,2023-01-25 16:23:22.093,TELEFÔNICO,NÃO,TERCEIRO,UNIDADE PRISIONAL,BR | BRASIL,MG,311330 | CARANGOLA,NÃO SABE INFORMAR,NÃO SABE INFORMAR,1,VIOLÊNCIA CONTRA PESSOA EM RESTRIÇÃO DE LIBERDADE,AGRAVANTE.POR CONDUTAS EXCESSIVAS/DESNECESSÁRIAS/DESACONSELHADAS,NÃO SABE INFORMAR,PESSOA FÍSICA,MASCULINO,NÃO,NÃO INFORMADO,BR | BRASIL,NULL,NULL,NULL,NULL,NÃO,NULL,TEMPORÁRIA,BR | BRASIL,DENUNCIANTE NÃO SOUBE INFORMAR,DENUNCIANTE NÃO SOUBE INFORMAR,NULL,NULL,NULL,NÃO INFORMADO,NULL,NULL,ÓRGÃO PÚBLICO,NULL,NULL,NULL,BR | BRASIL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BR | BRASIL,MG,311330 | CARANGOLA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SEGURANÇA PÚBLICA, FORÇAS ARMADAS, DEFESA CIVIL, BOMBEIROS E ASSEMELHADOS ? MUNICIPAL,NULL,NULL,INTEGRIDADE>NEGLIGÊNCIA,,,,,,,,,,,,,,
